xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.24494,3668.4,4503.1,9.3218,26.906,42.476,2705.0,75.343,120.41,0.33767,80.089,51.45,2633.7,24.854,49.56,3104.4,23.49,66.007,234.95,341.77,94.78,77.233,63.069,54.293,24.091,60.328,22.09,40.615,42.367,45.515,48.394,41.771,16.805
0.24516,3648.1,4527.3,9.4047,26.712,42.346,2702.9,75.405,120.41,0.33994,79.877,49.883,2632.2,25.747,49.731,3101.8,22.72,65.899,234.61,341.37,94.431,76.755,63.418,54.004,24.069,60.11,22.022,40.339,37.757,45.912,48.21,41.618,18.692
0.25875,3660.5,4485.6,9.4481,27.157,42.445,2703.3,74.465,120.41,0.33801,79.839,50.947,2632.6,23.624,49.792,3100.1,23.576,65.789,234.09,341.67,94.762,77.011,63.539,53.225,25.567,59.353,22.393,40.001,40.888,46.052,48.046,41.645,16.668
0.25838,3699.1,4489.7,9.2643,26.981,42.172,2702.9,74.368,120.41,0.33566,79.978,50.525,2631.4,25.491,50.081,3100.2,22.994,65.742,234.99,341.68,94.469,77.538,62.874,53.176,25.604,61.144,22.261,40.288,39.645,46.722,47.755,40.704,18.012
0.23029,3690.1,4470.4,9.2955,26.58,42.128,2704.7,74.899,120.42,0.34871,80.252,50.073,2633.7,26.153,51.343,3102.3,23.632,65.784,233.27,341.42,94.674,77.519,62.808,54.094,22.842,62.027,22.223,41.436,38.314,49.641,48.191,41.187,16.475
0.23126,3662.6,4547.8,9.3745,27.016,42.518,2703.1,75.203,120.41,0.34716,80.177,49.002,2632.0,24.913,49.381,3099.8,23.07,65.845,231.74,341.6,94.497,77.037,63.282,53.168,22.747,62.514,22.113,41.625,35.164,45.1,48.326,41.675,17.837
0.23171,3663.8,4436.2,9.5109,26.949,42.396,2702.1,74.908,120.39,0.33749,80.085,50.055,2630.1,25.611,49.039,3099.2,23.771,65.842,232.39,341.49,94.677,77.46,62.356,53.845,22.344,59.003,22.098,40.264,38.263,44.309,48.271,40.436,16.15
0.23036,3653.6,4505.8,9.4185,26.852,42.605,2704.0,74.269,120.4,0.3418,80.227,49.912,2632.3,26.043,49.291,3099.1,23.418,65.846,233.17,341.37,94.624,77.415,62.531,53.012,22.476,62.583,22.319,39.739,37.841,44.893,48.201,41.198,16.986
0.22869,3647.4,4508.3,9.4207,27.054,42.28,2701.0,75.291,120.36,0.3599,80.0,48.395,2628.8,25.753,49.908,3098.8,22.985,65.845,231.7,341.34,94.793,77.027,62.887,54.084,22.546,60.488,22.197,42.26,33.376,46.322,48.333,40.622,18.049
0.2296,3654.6,4502.0,9.337,26.761,41.979,2702.0,74.568,120.42,0.35894,80.038,48.184,2630.8,26.0,50.702,3098.5,22.6,65.812,232.52,341.34,94.617,77.281,62.764,54.16,22.457,61.092,21.989,42.378,32.757,48.159,47.962,41.777,18.956
0.26219,3644.9,4488.0,9.4476,27.376,42.067,2702.5,75.311,120.4,0.33327,79.891,51.926,2630.7,22.8,49.37,3100.0,23.65,65.745,232.5,341.37,94.744,76.947,62.694,53.873,25.568,61.703,22.178,39.761,43.769,45.076,47.839,40.47,16.506
0.26236,3672.6,4496.8,9.2284,27.446,42.535,2705.5,75.651,120.43,0.33301,80.002,50.773,2634.2,24.564,51.287,3102.2,23.711,65.721,230.81,341.7,94.682,77.595,62.218,53.768,25.552,62.779,22.603,39.793,40.374,49.512,47.866,41.87,16.315
0.2344,3651.2,4550.3,9.3206,27.039,42.603,2709.7,74.787,120.39,0.32842,80.347,51.208,2638.9,25.495,49.239,3105.6,22.273,65.773,230.94,342.01,94.572,77.845,62.76,53.415,23.084,62.594,22.774,39.358,41.654,44.773,47.727,40.478,19.691
0.23399,3637.2,4500.7,9.3836,26.959,42.164,2709.1,74.661,120.4,0.32853,80.313,49.973,2637.9,25.486,49.572,3107.5,23.344,65.801,231.4,341.83,94.593,77.419,63.0,54.009,23.124,60.533,22.074,39.344,38.021,45.544,47.554,41.691,17.154
0.24571,3681.2,4555.9,9.4445,26.783,42.615,2710.2,74.233,120.41,0.3302,80.19,51.486,2639.6,25.037,50.442,3107.4,23.618,65.812,230.66,341.8,94.517,77.147,63.477,53.428,24.456,62.014,22.379,38.723,42.474,47.558,47.838,41.466,16.524
0.24596,3673.8,4490.6,9.3939,27.018,42.064,2709.8,75.453,120.42,0.32558,80.179,49.994,2639.1,25.118,51.36,3108.2,23.448,65.825,232.56,342.33,94.414,77.7,63.605,54.21,24.431,62.269,22.41,39.287,38.082,49.682,47.69,42.373,16.88
0.2273,3646.3,4497.8,9.4566,26.964,42.394,2711.3,74.938,120.39,0.34523,80.312,49.529,2640.0,25.854,48.135,3106.8,22.771,65.847,230.63,342.25,94.477,77.58,63.432,53.288,22.297,60.987,22.589,40.909,36.713,42.219,47.882,40.862,18.466
0.22593,3668.5,4454.5,9.4011,27.082,42.371,2707.3,74.634,120.4,0.34561,80.017,47.441,2635.3,24.524,49.908,3105.1,23.09,65.826,231.58,342.04,94.51,76.991,63.049,53.807,22.432,60.979,22.436,40.864,30.569,46.322,47.82,41.168,17.765
0.28773,3654.9,4522.0,9.3262,26.945,42.364,2707.8,75.192,120.38,0.34564,79.854,50.33,2637.0,23.632,51.527,3103.8,22.546,65.771,230.62,342.19,94.554,77.092,62.579,53.956,28.017,61.912,22.452,40.477,39.072,50.069,47.93,40.277,19.062
0.28495,3634.8,4504.3,9.406,27.017,42.053,2709.5,75.255,120.4,0.34493,79.899,48.704,2638.4,24.169,51.082,3105.7,23.546,65.702,232.77,342.6,94.615,77.52,62.925,54.169,28.29,59.466,22.733,40.563,34.286,49.038,47.645,40.947,16.67
0.26417,3681.9,4575.6,9.3399,26.926,42.249,2712.9,74.655,120.39,0.33714,80.1,50.423,2641.6,24.592,50.161,3107.8,21.876,65.704,232.27,342.68,94.474,77.373,63.04,54.044,26.391,62.995,22.717,40.069,39.345,46.908,47.664,40.912,20.635
0.26584,3661.0,4558.1,9.4095,26.988,42.208,2712.7,74.866,120.41,0.33772,80.039,49.653,2641.5,26.786,49.652,3108.5,22.278,65.71,230.29,343.25,94.5,77.426,63.401,54.253,26.227,61.172,22.679,39.998,37.079,45.728,47.813,41.61,19.672
0.2306,3699.0,4515.8,9.4254,26.883,42.268,2713.6,74.1,120.42,0.3346,80.136,48.904,2642.9,26.034,50.867,3110.2,23.093,65.743,231.05,342.66,94.334,77.425,63.935,54.59,23.24,61.745,22.749,39.786,34.876,48.54,47.716,41.829,17.722
0.23459,3700.6,4542.0,9.3471,26.862,42.275,2713.6,75.348,120.44,0.33488,80.205,50.769,2643.1,23.246,49.917,3108.7,21.472,65.752,230.92,342.86,94.346,77.338,63.907,54.276,22.848,60.289,22.819,39.752,40.362,46.342,47.697,42.28,21.559
0.19712,3667.9,4562.6,9.3937,27.011,42.088,2707.4,75.324,120.38,0.33493,79.758,50.281,2635.4,25.277,48.961,3104.8,23.64,65.742,233.01,342.65,94.542,76.809,62.973,54.592,19.89,61.201,22.333,38.996,38.926,44.129,47.783,40.269,16.48
0.2018,3671.9,4569.5,9.3971,26.886,42.206,2708.0,75.172,120.4,0.32852,79.807,49.814,2637.1,24.691,50.612,3102.8,22.151,65.668,232.92,342.76,94.542,77.417,62.902,54.51,19.431,62.213,22.924,39.779,37.553,47.95,47.898,42.086,19.989
0.27964,3657.8,4552.9,9.4019,26.977,42.321,2710.4,75.533,120.35,0.3229,79.946,51.087,2638.7,24.898,52.391,3106.9,22.341,65.671,233.15,341.9,94.609,77.26,62.073,54.719,27.548,61.904,22.595,38.932,41.3,52.067,47.984,40.239,19.548
0.28016,3637.8,4586.0,9.3651,27.004,42.078,2711.5,75.402,120.41,0.3223,79.863,51.813,2640.4,25.416,48.875,3107.1,22.745,65.688,234.55,342.1,94.606,76.874,62.418,54.323,27.497,60.962,22.643,39.005,43.436,43.93,47.965,42.046,18.623
0.28943,3712.4,4526.5,9.4255,26.635,42.398,2711.7,74.987,120.38,0.33125,79.875,49.467,2640.7,25.286,48.444,3107.8,23.821,65.679,232.81,342.23,94.596,77.171,62.797,53.843,28.766,60.355,22.409,39.066,36.531,42.934,48.225,39.944,16.059
0.29121,3697.0,4508.1,9.2705,27.088,42.1,2713.3,75.376,120.47,0.33237,79.962,48.584,2641.6,25.215,50.616,3109.7,22.162,65.698,233.23,342.45,94.469,77.661,63.062,54.063,28.591,60.113,22.703,38.929,33.932,47.959,47.628,42.927,19.965
0.25666,3643.8,4554.8,9.3216,26.929,42.456,2714.6,75.552,120.38,0.3252,80.178,49.931,2644.7,22.262,51.112,3110.7,21.791,65.717,230.19,342.53,94.48,77.409,63.025,54.563,24.809,61.427,22.992,38.59,37.898,49.108,47.712,40.935,20.841
0.25372,3636.4,4562.7,9.2567,26.773,42.282,2713.4,75.319,120.41,0.32456,80.013,47.629,2642.3,25.68,50.818,3109.8,22.156,65.749,231.73,342.88,94.487,76.973,63.154,54.468,25.098,61.841,22.455,38.668,31.122,48.428,47.386,41.421,20.003
0.21082,3679.4,4564.2,9.2741,26.568,42.193,2708.5,76.035,120.38,0.34462,79.717,48.639,2637.1,27.281,48.013,3104.2,23.492,65.68,230.92,342.72,94.697,76.954,62.141,53.372,21.031,61.024,22.287,40.623,34.095,41.935,47.278,41.281,16.863
0.21143,3664.7,4544.2,9.2895,27.424,42.052,2707.5,75.606,120.37,0.33921,79.761,50.069,2636.8,25.437,49.383,3102.8,23.892,65.6,231.34,342.37,94.698,77.404,62.393,53.611,20.971,61.766,22.704,41.283,38.302,45.107,47.061,40.647,15.889
0.21108,3609.0,4486.1,9.4262,26.884,41.853,2710.0,74.826,120.4,0.33349,80.076,50.346,2639.0,25.068,49.433,3104.4,22.577,65.604,229.82,342.36,94.787,77.537,61.693,54.324,20.949,63.291,22.764,39.997,39.117,45.221,47.44,40.588,18.985
0.20873,3627.1,4547.2,9.3992,26.833,42.375,2709.4,74.977,120.36,0.3339,80.056,49.915,2639.4,26.631,50.797,3104.9,23.403,65.652,228.2,342.27,94.808,77.29,61.381,53.593,21.18,59.998,22.679,39.946,37.848,48.379,47.585,39.802,17.04
0.21201,3735.6,4541.6,9.1869,26.939,42.333,2710.8,75.193,120.4,0.32993,80.12,49.072,2639.9,23.411,50.924,3106.6,24.085,65.692,228.9,342.36,94.682,77.262,62.62,54.562,20.838,61.409,22.495,39.813,35.369,48.673,47.521,41.011,15.405
0.21187,3677.9,4523.7,9.2882,27.189,42.249,2708.7,76.406,120.42,0.33211,80.014,49.945,2638.3,24.322,52.364,3105.7,21.848,65.726,230.02,341.47,94.654,77.002,63.613,54.776,20.852,60.564,22.512,39.548,37.938,52.006,47.419,41.911,20.733
0.20966,3671.1,4520.2,9.2566,26.807,42.581,2706.4,74.794,120.41,0.3612,79.916,50.76,2635.2,24.771,50.393,3103.3,22.407,65.683,230.24,341.73,94.66,77.134,63.168,53.823,20.679,60.792,22.429,42.483,40.338,47.443,47.401,41.892,19.411
0.20734,3644.6,4505.7,9.4386,27.03,42.296,2705.0,74.827,120.39,0.356,79.952,50.896,2634.1,25.893,48.598,3100.5,23.104,65.675,230.94,341.27,94.64,76.963,63.625,53.996,20.907,58.339,22.498,43.118,40.737,43.289,47.149,41.393,17.774
0.23493,3716.0,4534.0,9.3364,26.988,42.221,2704.0,75.477,120.42,0.3389,79.979,49.856,2632.9,24.573,49.657,3101.3,23.191,65.647,231.25,340.67,94.559,77.165,64.595,53.922,22.741,61.319,22.35,40.34,37.678,45.741,47.04,41.235,17.568
0.23149,3742.2,4546.0,9.2998,26.554,42.199,2703.2,75.24,120.43,0.33748,80.072,49.631,2631.8,24.674,50.675,3101.3,23.36,65.643,230.06,340.27,94.408,77.144,64.145,53.778,23.079,61.85,21.61,40.513,37.015,48.096,47.066,42.247,17.17
0.25459,3607.2,4511.2,9.314,26.996,42.425,2701.2,75.797,120.39,0.35108,80.028,49.299,2630.0,26.087,52.351,3099.6,23.981,65.651,227.43,340.31,94.658,77.285,62.642,54.884,25.135,61.046,22.148,41.589,36.038,51.976,47.218,40.256,15.69
0.25391,3637.3,4559.0,9.2898,26.92,42.087,2702.6,75.102,120.43,0.34798,80.238,51.195,2631.3,24.565,49.093,3101.1,22.978,65.672,230.8,340.14,94.712,77.706,62.123,54.312,25.203,62.174,21.809,41.967,41.617,44.436,46.835,41.594,18.026
0.28099,3641.2,4530.6,9.3797,26.593,42.166,2705.5,75.428,120.39,0.32744,80.357,51.777,2633.9,25.725,49.95,3102.9,21.782,65.767,229.72,340.11,94.687,77.536,62.985,53.981,27.53,59.178,22.012,38.566,43.33,46.418,47.456,40.724,20.867
0.27892,3648.4,4552.5,9.3379,27.227,42.433,2705.5,75.014,120.42,0.32758,80.24,49.384,2633.6,25.162,50.33,3104.0,22.267,65.78,231.36,339.86,94.673,77.199,62.863,53.719,27.733,61.766,22.012,38.55,36.286,47.297,47.487,41.757,19.734
0.29032,3682.8,4559.7,9.1964,27.229,42.456,2703.7,75.087,120.38,0.33114,79.979,50.077,2631.9,26.696,51.936,3103.0,23.586,65.763,230.31,340.33,94.669,76.849,62.532,54.421,28.992,60.874,22.027,39.97,38.326,51.014,47.761,40.213,16.653
0.29427,3642.1,4605.9,9.4353,26.83,42.269,2704.2,75.073,120.42,0.32961,79.906,49.832,2632.9,24.092,50.444,3102.2,22.493,65.727,232.24,340.45,94.704,76.983,63.232,53.868,28.604,60.803,22.004,40.157,37.605,47.561,47.773,40.95,19.25
0.26847,3677.7,4497.4,9.3662,26.725,42.169,2704.6,74.989,120.38,0.34062,80.008,49.969,2632.5,24.759,51.281,3102.5,23.251,65.732,233.56,340.4,94.766,77.518,62.114,53.252,26.948,60.931,21.691,41.051,38.01,49.498,47.839,40.717,17.415
0.27315,3646.3,4476.4,9.304,26.352,42.406,2706.1,75.362,120.42,0.34239,80.31,51.627,2634.8,27.163,49.945,3103.9,23.196,65.768,232.72,340.2,94.574,77.69,62.654,53.503,26.488,63.21,21.773,40.834,42.888,46.406,47.671,40.653,17.514
0.26108,3706.1,4523.2,9.29,27.08,42.11,2706.3,74.833,120.41,0.31672,80.255,51.48,2635.1,23.196,50.985,3105.0,21.876,65.817,231.29,339.95,94.69,77.372,62.449,54.62,25.905,59.319,21.977,38.15,42.455,48.814,47.79,40.481,20.66
0.26135,3660.5,4523.6,9.318,27.015,42.453,2705.6,74.968,120.41,0.31685,80.118,51.017,2634.7,24.224,50.776,3104.2,22.676,65.804,230.38,340.23,94.527,76.994,63.235,54.615,25.878,61.649,22.138,38.135,41.092,48.329,47.865,40.855,18.791
0.27074,3656.7,4583.4,9.219,26.863,41.972,2703.9,74.925,120.4,0.34056,79.948,50.388,2632.2,24.597,52.013,3101.6,22.921,65.776,231.96,340.36,94.704,76.719,62.628,53.532,26.802,62.726,21.798,39.895,39.242,51.192,47.724,41.638,18.253
0.27196,3661.3,4497.8,9.4065,27.205,42.679,2705.3,75.443,120.4,0.34019,80.101,48.299,2633.3,24.824,50.516,3101.8,22.139,65.752,231.52,340.94,94.647,77.337,62.548,54.556,26.681,61.241,22.332,39.94,33.095,47.728,47.762,40.908,20.06
0.26985,3650.5,4493.6,9.3465,26.67,42.294,2703.6,74.915,120.41,0.32419,80.015,50.624,2631.3,25.287,48.817,3101.8,23.377,65.749,232.64,340.64,94.69,77.47,62.723,54.602,26.653,58.506,21.891,38.848,39.937,43.795,47.475,41.364,17.12
0.27002,3644.4,4554.1,9.381,26.86,42.832,2704.7,74.712,120.4,0.32686,80.154,48.619,2633.6,24.521,50.26,3102.6,22.925,65.746,230.89,340.16,94.601,77.23,62.828,53.878,26.635,60.568,22.015,38.522,34.036,47.137,47.549,40.763,18.203
0.21517,3670.5,4483.7,9.2703,26.957,42.608,2703.9,75.016,120.43,0.34223,80.224,48.931,2632.7,26.49,50.951,3102.2,23.069,65.769,230.67,340.79,94.679,77.431,62.683,53.409,21.449,61.752,22.003,40.548,34.954,48.734,47.486,41.331,17.838
0.21657,3696.4,4473.3,9.3265,26.734,41.796,2703.1,74.266,120.38,0.33908,80.256,50.758,2631.2,22.869,50.869,3100.5,22.256,65.783,231.03,340.52,94.607,77.285,62.239,53.533,21.311,60.028,21.997,40.933,40.332,48.545,47.368,40.189,19.77
0.23693,3657.9,4486.0,9.3697,26.776,42.355,2700.5,75.571,120.42,0.33267,80.136,49.602,2628.7,24.639,50.699,3098.8,23.408,65.816,230.46,340.44,94.699,77.096,63.088,54.145,23.879,59.798,21.879,39.598,36.928,48.152,47.335,41.852,17.057
0.23984,3649.3,4531.1,9.3065,27.18,42.303,2698.5,75.182,120.36,0.3306,79.969,51.466,2626.2,26.43,50.069,3097.4,22.487,65.772,231.82,339.74,94.776,77.084,63.236,53.605,23.593,63.366,21.805,39.85,42.414,46.694,47.33,40.076,19.257
0.28499,3675.6,4554.1,9.3774,26.783,41.918,2699.7,75.604,120.43,0.35078,80.052,51.243,2627.9,25.863,50.677,3098.0,22.464,65.699,229.32,339.84,94.666,77.35,63.349,53.95,28.134,59.955,21.915,41.591,41.759,48.1,47.559,41.347,19.308
0.28648,3669.7,4530.7,9.3371,26.791,42.193,2700.8,74.876,120.41,0.35051,80.203,51.057,2630.0,24.734,46.833,3098.5,23.595,65.726,229.37,339.95,94.543,77.445,63.451,54.23,27.987,62.982,22.13,41.623,41.21,39.204,47.56,40.871,16.609
0.26662,3650.9,4521.2,9.4198,27.066,42.141,2701.4,74.84,120.42,0.33899,80.304,50.906,2629.1,24.464,50.767,3100.3,22.346,65.776,229.25,340.12,94.6,77.365,62.989,54.234,26.337,60.078,21.788,40.573,40.767,48.308,47.57,40.984,19.566
0.26722,3656.8,4551.8,9.3237,26.79,42.268,2700.7,75.356,120.38,0.33728,80.283,50.447,2628.5,25.614,52.079,3099.8,22.837,65.809,229.47,340.05,94.544,77.277,62.888,53.868,26.278,62.295,21.509,40.782,39.415,51.346,47.551,41.275,18.4
0.22014,3755.1,4461.0,9.31,26.815,41.992,2698.9,75.633,120.43,0.3326,80.298,47.722,2628.2,25.668,48.253,3098.6,23.03,65.829,228.58,339.79,94.515,77.094,63.774,53.603,21.749,62.483,21.669,39.942,31.397,42.491,47.535,41.983,17.955
0.21898,3775.0,4479.3,9.4014,26.855,42.185,2695.3,74.943,120.39,0.33332,80.136,50.612,2624.2,25.708,51.249,3094.5,23.088,65.789,230.96,339.62,94.504,77.069,63.432,53.385,21.863,60.898,21.637,39.854,39.902,49.424,47.283,41.284,17.829
0.33642,3666.5,4452.3,9.2187,26.956,42.433,2696.3,74.808,120.4,0.31692,80.175,51.63,2624.0,25.977,49.923,3095.0,22.125,65.784,228.95,339.97,94.471,77.111,63.523,53.556,32.516,63.769,21.61,37.38,42.896,46.356,47.422,41.127,20.121
0.33311,3711.2,4426.3,9.1845,26.75,42.248,2696.8,75.071,120.39,0.31477,80.171,49.504,2625.2,24.346,49.441,3095.6,22.819,65.775,230.5,339.72,94.521,77.071,62.753,53.868,32.841,60.499,21.412,37.642,36.641,45.24,47.246,41.39,18.48
0.25161,3700.9,4464.3,9.2497,26.932,42.461,2694.5,75.013,120.38,0.33289,80.096,49.54,2623.1,24.15,50.928,3093.7,22.999,65.734,230.52,340.02,94.573,77.343,63.329,54.184,25.141,61.718,21.779,39.461,36.746,48.681,47.207,40.949,18.048
0.25405,3683.7,4461.4,9.3293,27.077,41.971,2695.8,75.078,120.39,0.3325,80.293,48.109,2624.2,24.387,50.407,3094.9,22.114,65.768,229.39,339.73,94.513,77.499,63.626,54.219,24.901,59.799,21.812,39.51,32.536,47.475,47.232,40.851,20.125
0.24982,3666.9,4482.1,9.3561,26.642,42.429,2694.3,74.986,120.41,0.34788,80.365,50.423,2623.6,25.608,51.255,3094.5,22.991,65.798,228.92,339.75,94.625,77.422,63.027,53.867,24.613,60.587,21.282,42.241,39.345,49.44,47.217,40.873,18.042
0.24868,3668.1,4549.9,9.3238,27.075,42.086,2694.9,75.1,120.39,0.35133,80.436,49.696,2623.6,25.052,49.519,3093.8,23.296,65.836,228.84,339.65,94.752,77.542,63.007,53.056,24.725,59.95,21.888,41.819,37.204,45.42,47.168,41.228,17.3
0.23637,3662.4,4524.3,9.2782,26.853,42.305,2694.3,75.47,120.4,0.36095,80.484,49.832,2622.1,25.335,49.314,3093.8,22.208,65.876,226.71,339.39,94.666,77.271,62.17,54.33,23.884,61.752,21.325,43.013,37.605,44.947,47.298,40.332,19.889
0.23929,3637.1,4550.6,9.3084,26.976,42.271,2693.1,74.522,120.38,0.36333,80.307,50.118,2620.5,24.281,48.725,3092.6,23.501,65.858,226.79,339.29,94.791,77.497,62.605,54.015,23.597,60.621,21.365,42.723,38.448,43.584,47.231,40.6,16.808
0.27261,3654.2,4463.3,9.2745,26.81,42.472,2695.0,75.439,120.4,0.33488,80.373,50.212,2623.7,26.011,49.246,3093.4,23.345,65.855,232.51,339.52,94.643,77.48,63.11,53.69,26.559,59.983,21.814,39.514,38.725,44.788,47.459,40.892,17.176
0.27107,3659.4,4487.4,9.3613,27.033,42.558,2694.9,74.209,120.39,0.33041,80.393,51.735,2623.4,25.756,51.076,3095.7,23.678,65.87,231.46,339.68,94.735,77.321,63.021,53.402,26.711,60.912,21.538,40.058,43.204,49.023,47.838,40.955,16.396
0.26414,3646.4,4541.7,9.3788,27.104,41.867,2697.7,75.921,120.41,0.3365,80.499,49.313,2626.4,27.215,50.866,3096.4,23.257,65.906,232.0,339.53,94.626,77.574,61.912,53.731,25.664,59.568,21.745,39.42,36.079,48.539,48.075,41.7,17.366
0.26339,3590.4,4489.0,9.2709,26.955,42.499,2697.2,74.884,120.39,0.33203,80.398,50.562,2625.2,25.9,49.431,3096.2,23.368,65.963,231.69,339.87,94.781,77.063,62.877,54.362,25.737,60.568,21.802,39.965,39.754,45.218,48.384,40.759,17.129
0.27263,3691.8,4561.1,9.3526,26.929,42.238,2696.2,73.829,120.41,0.36082,80.152,50.34,2624.0,26.858,52.929,3095.5,23.154,65.943,233.06,340.27,94.673,77.034,63.9,53.777,26.491,62.171,21.533,43.034,39.101,53.312,48.546,41.217,17.659
0.2734,3730.4,4499.5,9.352,27.14,42.518,2697.6,75.207,120.4,0.36033,80.369,48.798,2625.2,26.284,51.536,3097.8,23.279,65.928,234.71,339.85,94.44,77.535,63.235,54.515,26.416,61.358,21.618,43.094,34.563,50.088,48.856,41.356,17.318
0.25168,3596.6,4507.6,9.2712,26.951,42.09,2697.3,74.96,120.41,0.34059,80.494,49.746,2625.4,24.72,50.868,3096.9,22.683,66.009,235.27,339.79,94.641,77.429,62.243,53.66,24.852,64.05,21.688,40.749,37.352,48.542,49.159,41.29,18.722
0.25234,3608.2,4529.0,9.282,26.763,41.894,2697.9,75.23,120.39,0.34208,80.412,49.755,2626.1,25.937,49.114,3094.1,21.529,66.078,237.03,340.48,94.786,77.225,62.043,53.405,24.787,60.997,22.123,40.567,37.38,44.484,49.353,40.895,21.476
0.29375,3688.9,4416.1,9.3241,26.981,42.429,2696.3,74.949,120.4,0.34536,80.196,51.118,2624.7,24.582,50.054,3095.2,22.823,66.084,237.04,339.9,94.692,77.135,63.083,53.809,28.861,61.031,21.8,41.095,41.39,46.66,49.707,41.273,18.425
0.29357,3684.5,4405.5,9.3769,26.908,42.639,2696.6,75.258,120.42,0.34752,80.168,48.798,2624.9,25.608,49.665,3095.4,22.552,66.039,238.58,340.5,94.634,77.545,63.159,53.936,28.879,61.794,21.737,40.832,34.562,45.759,49.926,41.296,19.047
0.2777,3662.3,4447.7,9.3467,26.921,42.77,2699.7,74.404,120.42,0.32108,80.384,51.584,2628.5,25.324,50.858,3097.4,21.686,66.071,237.68,340.96,94.604,77.625,62.509,53.781,27.541,63.778,22.156,38.887,42.76,48.52,50.269,41.882,21.081
0.27989,3681.4,4513.2,9.3624,27.251,42.509,2698.6,74.911,120.38,0.32663,80.28,50.498,2627.2,24.604,50.802,3098.2,22.783,66.138,239.48,340.47,94.602,77.178,62.179,52.998,27.327,61.97,21.804,38.21,39.566,48.391,50.418,40.18,18.505
0.29728,3663.8,4471.0,9.4263,26.868,42.073,2700.4,74.6,120.43,0.33471,80.245,49.492,2629.4,25.129,49.438,3098.0,22.128,66.174,242.27,341.51,94.634,77.524,63.303,53.121,29.101,62.032,22.093,39.419,36.606,45.234,50.479,41.366,20.047
0.29896,3676.3,4466.2,9.4508,26.859,41.879,2701.3,75.121,120.4,0.33294,80.234,48.375,2629.7,22.92,50.21,3098.6,24.172,66.205,243.56,341.57,94.445,77.601,63.087,53.179,28.935,61.251,22.14,39.636,33.317,47.021,50.675,40.12,15.181
0.26491,3675.3,4506.1,9.3412,26.201,42.086,2702.7,75.054,120.41,0.34071,80.418,47.502,2632.1,24.828,51.509,3100.0,23.566,66.256,243.18,341.95,94.658,77.646,61.895,54.006,25.545,62.454,21.909,41.426,30.748,50.027,51.014,41.589,16.6
0.26431,3648.7,4464.6,9.3366,27.011,42.742,2702.5,74.771,120.39,0.34626,80.435,47.773,2631.8,24.008,51.161,3100.1,21.773,66.342,240.26,342.03,94.47,77.49,62.353,54.503,25.604,61.442,22.204,40.749,31.547,49.22,51.222,40.471,20.847
0.23004,3653.2,4471.3,9.3447,26.481,42.193,2701.3,75.067,120.4,0.34218,80.172,50.97,2629.9,25.045,50.099,3098.3,23.211,66.331,242.13,342.25,94.726,77.135,63.159,53.77,22.609,61.199,21.928,40.911,40.955,46.763,51.205,41.185,17.472
0.22828,3650.2,4478.9,9.4025,26.541,42.3,2701.0,74.019,120.4,0.34211,80.148,50.948,2629.8,25.364,49.411,3097.4,22.633,66.306,244.4,342.05,94.539,77.363,63.211,53.679,22.782,60.962,22.141,40.92,40.889,45.171,51.155,40.874,18.824
0.19432,3662.0,4553.7,9.2872,26.533,42.215,2701.4,74.638,120.44,0.339,80.193,51.666,2629.3,24.907,50.044,3099.1,23.887,66.28,244.63,342.08,94.614,77.585,63.632,54.044,19.09,61.12,21.761,40.68,43.004,46.636,51.288,41.775,15.831
0.19333,3680.4,4579.6,9.3474,26.917,42.126,2701.8,74.941,120.37,0.34085,80.284,50.582,2630.9,24.493,49.423,3098.4,22.156,66.328,244.07,341.8,94.391,77.319,63.315,53.734,19.187,62.372,22.327,40.455,39.812,45.198,51.489,40.512,19.951
0.2502,3702.5,4486.4,9.5317,26.604,42.254,2700.0,74.813,120.42,0.35784,80.101,50.28,2628.5,26.207,52.569,3098.7,22.629,66.322,246.0,341.66,94.65,77.248,63.638,53.868,23.799,62.14,21.85,42.385,38.924,52.48,51.478,41.997,18.845
0.2454,3713.5,4500.9,9.551,26.327,42.365,2701.2,74.907,120.39,0.35875,80.177,49.103,2629.4,25.751,49.572,3097.7,22.965,66.325,246.59,342.1,94.364,77.139,63.449,53.694,24.27,61.793,21.82,42.274,35.461,45.544,51.581,40.698,18.051
0.26385,3704.1,4524.2,9.3209,27.075,42.378,2701.0,75.759,120.44,0.33466,80.121,49.959,2629.5,24.598,50.335,3098.3,23.377,66.32,247.6,341.81,94.643,77.423,63.005,53.85,25.398,60.018,22.198,39.796,37.979,47.31,51.648,42.166,17.063
0.26269,3714.7,4487.8,9.2307,27.075,42.726,2704.4,75.005,120.39,0.33189,80.528,47.953,2634.2,25.37,50.347,3102.0,22.663,66.369,243.32,341.91,94.276,77.841,62.823,54.285,25.512,60.533,22.418,40.134,32.076,47.336,52.181,41.305,18.693
